subject,bw,p_right,exp,expgroup
6,160.0,0.2,56dB,level
6,200.0,0.4,56dB,level
6,240.0,0.575,56dB,level
6,280.0,0.825,56dB,level
6,320.0,0.725,56dB,level
6,360.0,0.875,56dB,level
6,400.0,1.0,56dB,level
6,440.0,0.925,56dB,level
6,480.0,1.0,56dB,level
6,0.0,0.075,highf,tone
6,40.0,0.05,highf,tone
6,80.0,0.075,highf,tone
6,120.0,0.125,highf,tone
6,160.0,0.2,highf,tone
6,200.0,0.2,highf,tone
6,240.0,0.275,highf,tone
6,280.0,0.375,highf,tone
6,320.0,0.525,highf,tone
6,360.0,0.6,highf,tone
6,400.0,0.625,highf,tone
6,440.0,0.7,highf,tone
6,480.0,0.825,highf,tone
6,0.0,0.075,lowf,tone
6,0.0,0.075,lowf,tone
6,40.0,0.1,lowf,tone
6,80.0,0.075,lowf,tone
6,120.0,0.1,lowf,tone
6,160.0,0.05,lowf,tone
6,200.0,0.1,lowf,tone
6,240.0,0.175,lowf,tone
6,280.0,0.225,lowf,tone
6,320.0,0.525,lowf,tone
6,360.0,0.525,lowf,tone
6,400.0,0.775,lowf,tone
6,440.0,0.875,lowf,tone
6,480.0,0.9,lowf,tone
6,0.0,0.075,twotone,tone
6,40.0,0.05,twotone,tone
6,80.0,0.075,twotone,tone
6,120.0,0.025,twotone,tone
6,160.0,0.075,twotone,tone
6,200.0,0.3,twotone,tone
6,240.0,0.175,twotone,tone
6,280.0,0.2,twotone,tone
6,320.0,0.5,twotone,tone
6,360.0,0.6,twotone,tone
6,400.0,0.8,twotone,tone
6,440.0,0.65,twotone,tone
6,480.0,0.8,twotone,tone
